Date,Gold,Silver,Oil,SP500,VIX,TNX,DXY,USDINR
2010-02-17,1119.5,16.097999572753906,77.33000183105469,1099.510009765625,21.719999313354492,3.742000102996826,80.37999725341797,46.007999420166016
2010-02-18,1118.0,16.059999465942383,79.05999755859375,1106.75,20.6299991607666,3.802999973297119,80.4000015258789,46.13999938964844
2010-02-19,1121.300048828125,16.413000106811523,79.80999755859375,1109.1700439453125,20.020000457763672,3.7820000648498535,80.63999938964844,46.18000030517578
2010-02-22,1112.5999755859375,16.222000122070312,80.16000366210938,1108.010009765625,19.940000534057617,3.7990000247955322,80.51000213623047,46.099998474121094
2010-02-23,1102.699951171875,15.887999534606934,78.86000061035156,1094.5999755859375,21.3700008392334,3.690999984741211,80.8499984741211,46.268001556396484
2010-02-24,1096.5,15.9399995803833,80.0,1105.239990234375,20.270000457763672,3.694999933242798,80.8499984741211,46.28799819946289
2010-02-25,1107.800048828125,16.110000610351562,78.16999816894531,1102.93994140625,20.100000381469727,3.6419999599456787,80.79000091552734,46.29999923706055
2010-02-26,1118.300048828125,16.5,79.66000366210938,1104.489990234375,19.5,3.5950000286102295,80.36000061035156,45.900001525878906
2010-03-01,1117.800048828125,16.448999404907227,78.69999694824219,1115.7099609375,19.260000228881836,3.6059999465942383,80.66000366210938,46.0
2010-03-02,1136.9000244140625,17.04400062561035,79.68000030517578,1118.31005859375,19.059999465942383,3.614000082015991,80.5199966430664,46.02799987792969
2010-03-03,1142.699951171875,17.30900001525879,80.87000274658203,1118.7900390625,18.829999923706055,3.625,79.9800033569336,45.54999923706055
2010-03-04,1132.5999755859375,17.1560001373291,80.20999908447266,1122.969970703125,18.719999313354492,3.6059999465942383,80.55999755859375,45.66999816894531
2010-03-05,1134.800048828125,17.36199951171875,81.5,1138.699951171875,17.420000076293945,3.681999921798706,80.43000030517578,45.45000076293945
2010-03-08,1123.5999755859375,17.25200080871582,81.87000274658203,1138.5,17.790000915527344,3.7079999446868896,80.43000030517578,45.400001525878906
2010-03-09,1122.0,17.31800079345703,81.48999786376953,1140.449951171875,17.920000076293945,3.7009999752044678,80.58999633789062,45.54999923706055
2010-03-10,1107.800048828125,16.993999481201172,82.08999633789062,1145.6099853515625,18.56999969482422,3.7200000286102295,80.44999694824219,45.310001373291016
2010-03-11,1108.0,17.13599967956543,82.11000061035156,1150.239990234375,18.059999465942383,3.7200000286102295,80.31999969482422,45.45000076293945
2010-03-12,1101.5,17.02400016784668,81.23999786376953,1149.989990234375,17.579999923706055,3.7100000381469727,79.83000183105469,45.49800109863281
2010-03-15,1105.0999755859375,17.08300018310547,79.80000305175781,1150.510009765625,18.0,3.7039999961853027,80.25,45.55799865722656
2010-03-16,1122.199951171875,17.33300018310547,81.69999694824219,1159.4599609375,17.690000534057617,3.6530001163482666,79.75,45.38999938964844
2010-03-17,1124.0,17.50200080871582,82.93000030517578,1166.2099609375,16.90999984741211,3.6419999599456787,79.63999938964844,45.279998779296875
2010-03-18,1127.4000244140625,17.406999588012695,82.19999694824219,1165.8299560546875,16.6200008392334,3.671999931335449,80.22000122070312,45.38999938964844
2010-03-19,1107.4000244140625,17.017000198364258,80.68000030517578,1159.9000244140625,16.969999313354492,3.687000036239624,80.72000122070312,45.25
2010-03-22,1099.300048828125,16.920000076293945,81.25,1165.81005859375,16.8700008392334,3.6630001068115234,80.6500015258789,45.470001220703125
2010-03-23,1103.5,17.011999130249023,81.91000366210938,1174.1700439453125,16.350000381469727,3.680000066757202,80.9000015258789,45.400001525878906
2010-03-24,1088.5999755859375,16.625999450683594,80.61000061035156,1167.719970703125,17.549999237060547,3.8289999961853027,81.83999633789062,45.400001525878906
2010-03-25,1092.699951171875,16.726999282836914,80.52999877929688,1165.72998046875,18.399999618530273,3.9010000228881836,82.12000274658203,45.487998962402344
2010-03-26,1104.199951171875,16.893999099731445,80.0,1166.5899658203125,17.770000457763672,3.8550000190734863,81.68000030517578,45.11000061035156
2010-03-29,1110.300048828125,17.37299919128418,82.16999816894531,1173.219970703125,17.59000015258789,3.864000082015991,81.36000061035156,44.79999923706055
2010-03-30,1104.5,17.31599998474121,82.37000274658203,1173.27001953125,17.1299991607666,3.868000030517578,81.47000122070312,44.939998626708984
2010-03-31,1113.300048828125,17.511999130249023,83.76000213623047,1169.4300537109375,17.59000015258789,3.8329999446868896,81.06999969482422,44.79999923706055
2010-04-01,1125.0999755859375,17.875999450683594,84.87000274658203,1178.0999755859375,17.469999313354492,3.8589999675750732,80.77999877929688,44.599998474121094
2010-04-02,,,,,,,,44.80799865722656
2010-04-05,1132.9000244140625,18.104000091552734,86.62000274658203,1187.43994140625,17.020000457763672,3.99399995803833,81.08999633789062,44.36000061035156
2010-04-06,1135.0999755859375,17.91699981689453,86.83999633789062,1189.43994140625,16.229999542236328,3.9679999351501465,81.38999938964844,44.34000015258789
2010-04-07,1152.300048828125,18.184999465942383,85.87999725341797,1182.449951171875,16.6200008392334,3.86299991607666,81.44000244140625,44.400001525878906
2010-04-08,1152.199951171875,18.115999221801758,85.38999938964844,1186.43994140625,16.479999542236328,3.8959999084472656,81.52999877929688,44.34000015258789
2010-04-09,1161.0999755859375,18.34000015258789,84.91999816894531,1194.3699951171875,16.139999389648438,3.888000011444092,81.08999633789062,44.119998931884766
2010-04-12,1161.5999755859375,18.402999877929688,84.33999633789062,1196.47998046875,15.579999923706055,3.8459999561309814,80.55999755859375,44.34000015258789
2010-04-13,1152.800048828125,18.238000869750977,84.05000305175781,1197.300048828125,16.200000762939453,3.811000108718872,80.51000213623047,44.577999114990234
2010-04-14,1159.0,18.40399932861328,85.83999633789062,1210.6500244140625,15.59000015258789,3.8550000190734863,80.19000244140625,44.209999084472656
2010-04-15,1159.699951171875,18.423999786376953,85.51000213623047,1211.6700439453125,15.890000343322754,3.8480000495910645,80.4800033569336,44.290000915527344
2010-04-16,1136.300048828125,17.66900062561035,83.23999786376953,1192.1300048828125,18.360000610351562,3.7699999809265137,80.81999969482422,44.31800079345703
2010-04-19,1135.199951171875,17.725000381469727,81.44999694824219,1197.52001953125,17.34000015258789,3.806999921798706,81.0,44.72800064086914
2010-04-20,1138.5999755859375,17.815000534057617,83.44999694824219,1207.1700439453125,15.729999542236328,3.805000066757202,81.05000305175781,44.38999938964844
2010-04-21,1148.199951171875,18.072999954223633,83.68000030517578,1205.93994140625,16.31999969482422,3.73799991607666,81.16000366210938,44.400001525878906
2010-04-22,1142.300048828125,18.006000518798828,83.69999694824219,1208.6700439453125,16.469999313354492,3.7720000743865967,81.56999969482422,44.439998626708984
2010-04-23,1153.0999755859375,18.18899917602539,85.12000274658203,1217.280029296875,16.6200008392334,3.816999912261963,81.3499984741211,44.290000915527344
2010-04-26,1153.5,18.333999633789062,84.19999694824219,1212.050048828125,17.469999313354492,3.815000057220459,81.4800033569336,44.25
2010-04-27,1161.699951171875,18.115999221801758,82.44000244140625,1183.7099609375,22.809999465942383,3.690000057220459,82.1500015258789,44.45000076293945
2010-04-28,1171.300048828125,18.10700035095215,83.22000122070312,1191.3599853515625,21.079999923706055,3.7730000019073486,82.37999725341797,44.5
2010-04-29,1168.4000244140625,18.548999786376953,85.16999816894531,1206.780029296875,18.440000534057617,3.7279999256134033,82.0,44.45000076293945
2010-04-30,1180.0999755859375,18.611000061035156,86.1500015258789,1186.68994140625,22.049999237060547,3.6630001068115234,81.87000274658203,44.25
2010-05-03,1182.699951171875,18.812999725341797,86.19000244140625,1202.260009765625,20.190000534057617,3.7049999237060547,82.2699966430664,44.400001525878906
2010-05-04,1168.5999755859375,17.81800079345703,82.73999786376953,1173.5999755859375,23.84000015258789,3.61299991607666,83.30000305175781,44.54999923706055
2010-05-05,1174.5999755859375,17.51099967956543,79.97000122070312,1165.8699951171875,24.90999984741211,3.549999952316284,84.08000183105469,44.849998474121094
2010-05-06,1196.9000244140625,17.493000030517578,77.11000061035156,1128.1500244140625,32.79999923706055,3.3980000019073486,84.88999938964844,45.459999084472656
2010-05-07,1210.0,18.429000854492188,75.11000061035156,1110.8800048828125,40.95000076293945,3.428999900817871,84.44999694824219,45.417999267578125
2010-05-10,1200.4000244140625,18.530000686645508,76.80000305175781,1159.72998046875,28.84000015258789,3.5390000343322754,84.16000366210938,44.76300048828125
2010-05-11,1219.9000244140625,19.27199935913086,76.37000274658203,1155.7900390625,28.31999969482422,3.5350000858306885,84.47000122070312,44.9900016784668
2010-05-12,1242.699951171875,19.639999389648438,75.6500015258789,1171.6700439453125,25.520000457763672,3.566999912261963,84.83000183105469,44.95000076293945
2010-05-13,1228.800048828125,19.47599983215332,74.4000015258789,1157.43994140625,26.68000030517578,3.563999891281128,85.20999908447266,44.939998626708984
2010-05-14,1227.4000244140625,19.20199966430664,71.61000061035156,1135.6800537109375,31.239999771118164,3.441999912261963,86.0999984741211,45.25
2010-05-17,1227.699951171875,18.834999084472656,70.08000183105469,1136.93994140625,30.84000015258789,3.4719998836517334,86.20999908447266,45.52799987792969
2010-05-18,1214.300048828125,18.854999542236328,69.41000366210938,1120.800048828125,33.54999923706055,3.375999927520752,87.16000366210938,45.560001373291016
2010-05-19,1192.5999755859375,18.090999603271484,69.87000274658203,1115.050048828125,35.31999969482422,3.3589999675750732,86.38999938964844,46.27299880981445
2010-05-20,1187.800048828125,17.694000244140625,68.01000213623047,1071.5899658203125,45.790000915527344,3.2639999389648438,85.56999969482422,46.7400016784668
2010-05-21,1175.699951171875,17.631000518798828,70.04000091552734,1087.68994140625,40.099998474121094,3.200000047683716,85.37000274658203,46.917999267578125
2010-05-24,1193.800048828125,17.98200035095215,70.20999908447266,1073.6500244140625,38.31999969482422,3.2269999980926514,86.20999908447266,46.810001373291016
2010-05-25,1197.800048828125,17.76300048828125,68.75,1074.030029296875,34.61000061035156,3.1579999923706055,86.77999877929688,47.47999954223633
2010-05-26,1213.300048828125,18.29199981689453,71.51000213623047,1067.949951171875,35.02000045776367,3.2179999351501465,87.12000274658203,47.099998474121094
2010-05-27,1211.9000244140625,18.457000732421875,74.55000305175781,1103.06005859375,29.68000030517578,3.3380000591278076,86.18000030517578,46.720001220703125
2010-05-28,1212.199951171875,18.410999298095703,73.97000122070312,1089.4100341796875,32.06999969482422,3.3010001182556152,86.4800033569336,46.29999923706055
2010-05-31,,,,,,,,46.358001708984375
2010-06-01,1224.800048828125,18.540000915527344,72.58000183105469,1070.7099609375,35.540000915527344,3.2960000038146973,86.63999938964844,47.08300018310547
2010-06-02,1220.5999755859375,18.304000854492188,72.86000061035156,1098.3800048828125,30.170000076293945,3.3340001106262207,86.79000091552734,46.79999923706055
2010-06-03,1208.300048828125,17.920000076293945,74.61000061035156,1102.8299560546875,29.459999084472656,3.378999948501587,87.13999938964844,46.5
2010-06-04,1216.199951171875,17.290000915527344,71.51000213623047,1064.8800048828125,35.47999954223633,3.194999933242798,88.2300033569336,46.86000061035156
2010-06-07,1239.300048828125,18.152999877929688,71.44000244140625,1050.469970703125,36.56999969482422,3.184000015258789,88.4000015258789,46.790000915527344
2010-06-08,1244.0,18.468000411987305,71.98999786376953,1062.0,33.70000076293945,3.1679999828338623,88.38999938964844,46.83000183105469
2010-06-09,1228.5,18.18000030517578,74.37999725341797,1055.68994140625,33.72999954223633,3.187000036239624,87.9000015258789,46.810001373291016
2010-06-10,1220.800048828125,18.341999053955078,75.4800033569336,1086.8399658203125,30.56999969482422,3.319000005722046,87.16999816894531,46.75
2010-06-11,1228.9000244140625,18.222000122070312,73.77999877929688,1091.5999755859375,28.790000915527344,3.2160000801086426,87.51000213623047,46.75
2010-06-14,1223.300048828125,18.402000427246094,75.12000274658203,1089.6300048828125,28.579999923706055,3.2750000953674316,86.51000213623047,46.400001525878906
2010-06-15,1233.199951171875,18.569000244140625,76.94000244140625,1115.22998046875,25.8700008392334,3.309999942779541,85.9800033569336,46.400001525878906
2010-06-16,1229.300048828125,18.43199920654297,77.66999816894531,1114.6099853515625,25.920000076293945,3.2820000648498535,86.08000183105469,46.40999984741211
2010-06-17,1247.5,18.767000198364258,76.79000091552734,1116.0400390625,25.049999237060547,3.190000057220459,85.69000244140625,46.09000015258789
2010-06-18,1257.199951171875,19.174999237060547,77.18000030517578,1117.510009765625,23.950000762939453,3.2230000495910645,85.69999694824219,46.0099983215332
2010-06-21,1239.699951171875,18.802000045776367,77.81999969482422,1113.199951171875,24.8799991607666,3.243000030517578,85.93000030517578,45.65999984741211
2010-06-22,1239.9000244140625,18.895999908447266,77.20999908447266,1095.31005859375,27.049999237060547,3.1659998893737793,86.11000061035156,46.02000045776367
2010-06-23,1234.0999755859375,18.45400047302246,76.3499984741211,1092.0400390625,26.90999984741211,3.115000009536743,85.73999786376953,46.150001525878906
2010-06-24,1245.5,18.731000900268555,76.51000213623047,1073.68994140625,29.739999771118164,3.122999906539917,85.7300033569336,46.2599983215332
2010-06-25,1255.800048828125,19.104999542236328,78.86000061035156,1076.760009765625,28.530000686645508,3.11299991607666,85.30999755859375,46.150001525878906
2010-06-28,1238.199951171875,18.67300033569336,78.25,1074.5699462890625,29.0,3.0320000648498535,85.6500015258789,46.099998474121094
2010-06-29,1242.0,18.5939998626709,75.94000244140625,1041.239990234375,34.130001068115234,2.9670000076293945,86.02999877929688,46.40999984741211
2010-06-30,1245.5,18.67099952697754,75.62999725341797,1030.7099609375,34.540000915527344,2.9509999752044678,86.0199966430664,46.400001525878906
2010-07-01,1206.300048828125,17.760000228881836,72.94999694824219,1027.3699951171875,32.86000061035156,2.927000045776367,84.72000122070312,46.40999984741211
2010-07-02,1207.4000244140625,17.697999954223633,72.13999938964844,1022.5800170898438,30.1200008392334,2.9790000915527344,84.43000030517578,46.560001373291016
2010-07-05,,,,,,,,46.72800064086914
2010-07-06,1194.800048828125,17.83300018310547,71.9800033569336,1028.06005859375,29.649999618530273,2.931999921798706,84.08000183105469,46.599998474121094
2010-07-07,1198.5999755859375,17.979000091552734,74.06999969482422,1060.27001953125,26.84000015258789,2.9800000190734863,83.81999969482422,46.95000076293945
2010-07-08,1195.800048828125,17.851999282836914,75.44000244140625,1070.25,25.709999084472656,3.0199999809265137,83.81999969482422,46.650001525878906
2010-07-09,1209.5999755859375,18.05299949645996,76.08999633789062,1077.9599609375,24.979999542236328,3.055999994277954,83.94999694824219,46.52000045776367
2010-07-12,1198.5,17.89699935913086,74.94999694824219,1078.75,24.43000030517578,3.0460000038146973,84.19999694824219,46.65999984741211
2010-07-13,1213.300048828125,18.23699951171875,77.1500015258789,1095.3399658203125,24.559999465942383,3.114000082015991,83.63999938964844,46.40999984741211
2010-07-14,1206.800048828125,18.27400016784668,77.04000091552734,1095.1700439453125,24.889999389648438,3.049999952316284,83.43000030517578,46.599998474121094
2010-07-15,1208.0999755859375,18.34600067138672,76.62000274658203,1096.47998046875,25.139999389648438,2.9779999256134033,82.55999755859375,46.45000076293945
2010-07-16,1188.0,17.773000717163086,76.01000213623047,1064.8800048828125,26.25,2.938999891281128,82.48999786376953,46.70000076293945
2010-07-19,1181.699951171875,17.534000396728516,76.54000091552734,1071.25,25.969999313354492,2.9639999866485596,82.51000213623047,46.09000015258789
2010-07-20,1191.5,17.684999465942383,77.44000244140625,1083.47998046875,23.93000030517578,2.931999921798706,82.75,47.25
2010-07-21,1191.5999755859375,17.79800033569336,76.55999755859375,1069.5899658203125,25.639999389648438,2.8919999599456787,83.38999938964844,47.06999969482422
2010-07-22,1195.5,18.114999771118164,79.30000305175781,1093.6700439453125,24.6299991607666,2.931999921798706,82.5999984741211,47.040000915527344
2010-07-23,1187.699951171875,18.09600067138672,78.9800033569336,1102.6600341796875,23.469999313354492,2.99399995803833,82.45999908447266,46.88999938964844
2010-07-26,1183.0,18.19499969482422,78.9800033569336,1115.010009765625,22.729999542236328,2.99399995803833,82.08999633789062,47.042999267578125
2010-07-27,1158.0,17.621000289916992,77.5,1113.8399658203125,23.190000534057617,3.046999931335449,82.18000030517578,46.64799880981445
2010-07-28,1160.4000244140625,17.42300033569336,76.98999786376953,1106.1300048828125,24.25,3.000999927520752,82.18000030517578,46.689998626708984
2010-07-29,1168.4000244140625,17.60099983215332,78.36000061035156,1101.530029296875,24.1299991607666,2.999000072479248,81.63999938964844,46.459999084472656
2010-07-30,1181.699951171875,17.98699951171875,78.94999694824219,1101.5999755859375,23.5,2.9070000648498535,81.54000091552734,46.36000061035156
2010-08-02,1183.4000244140625,18.402999877929688,81.33999633789062,1125.8599853515625,22.010000228881836,2.9630000591278076,80.94000244140625,46.0880012512207
2010-08-03,1185.199951171875,18.406999588012695,82.55000305175781,1120.4599609375,22.6299991607666,2.9140000343322754,80.5999984741211,46.12799835205078
2010-08-04,1193.699951171875,18.26300048828125,82.47000122070312,1127.239990234375,22.209999084472656,2.9519999027252197,80.88999938964844,46.12799835205078
2010-08-05,1197.199951171875,18.308000564575195,82.01000213623047,1125.81005859375,22.100000381469727,2.9149999618530273,80.81999969482422,46.0
2010-08-06,1203.4000244140625,18.458999633789062,80.69999694824219,1121.6400146484375,21.739999771118164,2.8239998817443848,80.41000366210938,46.055999755859375
2010-08-09,1200.699951171875,18.229000091552734,81.4800033569336,1127.7900390625,22.139999389648438,2.822000026702881,80.70999908447266,45.95800018310547
2010-08-10,1196.199951171875,18.145999908447266,80.25,1121.06005859375,22.3700008392334,2.7809998989105225,80.80000305175781,46.077999114990234
2010-08-11,1197.5,17.889999389648438,78.0199966430664,1089.469970703125,25.389999389648438,2.684999942779541,82.29000091552734,46.310001373291016
2010-08-12,1214.800048828125,18.05299949645996,75.73999786376953,1083.6099853515625,25.729999542236328,2.734999895095825,82.63999938964844,46.59000015258789
2010-08-13,1214.9000244140625,18.097000122070312,75.38999938964844,1079.25,26.239999771118164,2.687999963760376,82.94999694824219,46.709999084472656
2010-08-16,1224.5,18.417999267578125,75.23999786376953,1079.3800048828125,26.100000381469727,2.575000047683716,82.52999877929688,46.62799835205078
2010-08-17,1226.5999755859375,18.586000442504883,75.7699966430664,1092.5400390625,24.329999923706055,2.6449999809265137,82.2300033569336,46.68299865722656
2010-08-18,1229.699951171875,18.389999389648438,75.41999816894531,1094.1600341796875,24.59000015258789,2.6410000324249268,82.22000122070312,46.608001708984375
2010-08-19,1233.800048828125,18.31800079345703,74.43000030517578,1075.6300048828125,26.440000534057617,2.5789999961853027,82.44999694824219,46.53799819946289
2010-08-20,1227.199951171875,17.98200035095215,73.45999908447266,1071.68994140625,25.489999771118164,2.611999988555908,83.05999755859375,46.358001708984375
2010-08-23,1226.9000244140625,17.982999801635742,73.0999984741211,1067.3599853515625,25.65999984741211,2.6070001125335693,83.12000274658203,46.608001708984375
2010-08-24,1231.800048828125,18.368999481201172,71.62999725341797,1051.8699951171875,27.459999084472656,2.499000072479248,83.1500015258789,46.5629997253418
2010-08-25,1239.5,19.02199935913086,72.5199966430664,1055.3299560546875,26.700000762939453,2.5380001068115234,83.26000213623047,46.858001708984375
2010-08-26,1235.4000244140625,18.97800064086914,73.36000061035156,1047.219970703125,27.3700008392334,2.499000072479248,82.93000030517578,46.87300109863281
2010-08-27,1236.0,19.038999557495117,75.16999816894531,1064.5899658203125,24.450000762939453,2.6519999504089355,82.91999816894531,46.78799819946289
2010-08-30,1237.0999755859375,19.038000106811523,74.69999694824219,1048.9200439453125,27.209999084472656,2.5450000762939453,83.16000366210938,46.803001403808594
2010-08-31,1248.300048828125,19.398000717163086,71.91999816894531,1049.3299560546875,26.049999237060547,2.4769999980926514,83.19999694824219,46.87300109863281
2010-09-01,1246.300048828125,19.358999252319336,73.91000366210938,1080.2900390625,23.889999389648438,2.5820000171661377,82.5199966430664,47.02799987792969
2010-09-02,1251.5,19.63800048828125,75.0199966430664,1090.0999755859375,23.190000534057617,2.628000020980835,82.45999908447266,46.650001525878906
2010-09-03,1249.199951171875,19.915000915527344,74.5999984741211,1104.510009765625,21.309999465942383,2.7060000896453857,83.0999984741211,46.599998474121094
2010-09-06,,,,,,,,46.577999114990234
2010-09-07,1257.300048828125,19.882999420166016,74.08999633789062,1091.8399658203125,23.799999237060547,2.6089999675750732,82.81999969482422,46.51300048828125
2010-09-08,1255.5999755859375,19.97800064086914,74.66999816894531,1098.8699951171875,23.25,2.6540000438690186,82.58999633789062,46.65999984741211
2010-09-09,1248.9000244140625,19.81399917602539,74.25,1104.1800537109375,22.809999465942383,2.760999917984009,82.66999816894531,46.518001556396484
2010-09-10,1244.5,19.802000045776367,76.44999694824219,1109.550048828125,21.989999771118164,2.7950000762939453,82.69999694824219,46.303001403808594
2010-09-13,1245.0999755859375,20.110000610351562,77.19000244140625,1121.9000244140625,21.209999084472656,2.740999937057495,81.91000366210938,46.28300094604492
2010-09-14,1269.699951171875,20.400999069213867,76.80000305175781,1121.0999755859375,21.559999465942383,2.6659998893737793,81.08000183105469,46.22999954223633
2010-09-15,1266.699951171875,20.54199981689453,76.0199966430664,1125.0699462890625,22.100000381469727,2.7230000495910645,81.48999786376953,46.13999938964844
2010-09-16,1271.9000244140625,20.7450008392334,74.56999969482422,1124.6600341796875,21.719999313354492,2.759000062942505,81.23999786376953,46.20000076293945
2010-09-17,1275.5999755859375,20.790000915527344,73.66000366210938,1125.5899658203125,22.010000228881836,2.746000051498413,81.4000015258789,46.099998474121094
2010-09-20,1279.0,20.777000427246094,74.86000061035156,1142.7099609375,21.5,2.7060000896453857,81.33999633789062,45.87799835205078
2010-09-21,1272.4000244140625,20.6200008392334,73.5199966430664,1139.780029296875,22.350000381469727,2.5940001010894775,80.44000244140625,45.619998931884766
2010-09-22,1290.199951171875,21.035999298095703,74.70999908447266,1134.280029296875,22.510000228881836,2.5480000972747803,79.83000183105469,45.58000183105469
2010-09-23,1294.300048828125,21.194000244140625,75.18000030517578,1124.8299560546875,23.8700008392334,2.555000066757202,80.01000213623047,45.55799865722656
2010-09-24,1296.0,21.382999420166016,76.48999786376953,1148.6700439453125,21.709999084472656,2.611999988555908,79.38999938964844,45.45000076293945
2010-09-27,1296.699951171875,21.454999923706055,76.5199966430664,1142.1600341796875,22.540000915527344,2.5169999599456787,79.33999633789062,45.2400016784668
2010-09-28,1306.5999755859375,21.687999725341797,76.18000030517578,1147.699951171875,22.600000381469727,2.4560000896453857,79.01000213623047,44.93000030517578
2010-09-29,1308.5,21.929000854492188,77.86000061035156,1144.72998046875,23.25,2.50600004196167,78.69000244140625,45.04999923706055
2010-09-30,1307.800048828125,21.79800033569336,79.97000122070312,1141.199951171875,23.700000762939453,2.5169999599456787,78.72000122070312,44.689998626708984
2010-10-01,1316.0999755859375,22.03700065612793,81.58000183105469,1146.239990234375,22.5,2.5260000228881836,78.08999633789062,44.5629997253418
2010-10-04,1315.4000244140625,22.01300048828125,81.47000122070312,1137.030029296875,23.530000686645508,2.4790000915527344,78.44999694824219,44.41299819946289
2010-10-05,1338.9000244140625,22.714000701904297,82.81999969482422,1160.75,21.760000228881836,2.4739999771118164,77.75,44.45000076293945
2010-10-06,1346.4000244140625,23.020000457763672,83.2300033569336,1159.969970703125,21.489999771118164,2.3989999294281006,77.38999938964844,44.400001525878906
2010-10-07,1333.9000244140625,22.565000534057617,81.66999816894531,1158.06005859375,21.559999465942383,2.3959999084472656,77.38999938964844,44.189998626708984
2010-10-08,1344.199951171875,23.086999893188477,82.66000366210938,1165.1500244140625,20.709999084472656,2.38100004196167,77.31999969482422,44.20000076293945
